observation_id|report_id|data_policy_licence|date_time|date_time_meaning|observation_duration|longitude|latitude|crs|z_coordinate|z_coordinate_type|observation_height_above_station_surface|observed_variable|secondary_variable|observation_value|value_significance|secondary_value|units|code_table|conversion_flag|location_method|location_precision|z_coordinate_method|bbox_min_longitude|bbox_max_longitude|bbox_min_latitude|bbox_max_latitude|spatial_representativeness|quality_flag|numerical_precision|sensor_id|sensor_automation_status|exposure_of_sensor|original_precision|original_units|original_code_table|original_value|conversion_method|processing_code|processing_level|adjustment_id|traceability|advanced_qc|advanced_uncertainty|advanced_homogenisation|source_id
05JHB5-AT|05JHB5|0|null|2|8|-62.50|41.50|0|null|0|null|85|null|270.15|2|null|5|null|0|null|139|null|null|null|null|null|3|2|null|null|5|3|null|60|null|-3.0|1|null|3|null|2|0|0|0|001-193-1899-1
05JHBB-AT|05JHBB|0|null|2|8|0.50|38.50|0|null|0|null|85|null|289.25|2|null|5|null|0|null|141|null|null|null|null|null|3|2|null|null|5|3|null|60|null|16.1|1|null|3|null|2|0|0|0|001-193-1899-1
05JHB9-AT|05JHB9|0|null|2|8|-69.00|37.00|0|null|0|null|85|null|279.05|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|5.9|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBA-AT|05JHBA|0|null|2|8|-54.50|35.50|0|null|0|null|85|null|286.45|2|null|5|null|0|null|14|null|null|null|null|null|3|2|null|null|5|3|null|60|null|13.3|1|null|3|null|2|0|0|0|091-201-1899-1
05JHBC-AT|05JHBC|0|null|2|8|-56.50|24.50|0|null|0|null|85|null|296.95|2|null|5|null|0|null|150|null|null|null|null|null|3|2|null|null|5|3|null|60|null|23.8|1|null|3|null|2|0|0|0|001-192-1899-1
05JHBE-AT|05JHBE|0|null|2|8|-63.00|19.00|0|null|0|null|85|null|298.35|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|25.2|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBD-AT|05JHBD|0|null|2|8|55.50|11.50|0|null|0|null|85|null|295.35|2|null|5|null|0|null|155|null|null|null|null|null|3|2|null|null|5|3|null|60|null|22.2|1|null|3|null|2|0|0|0|001-193-1899-1
05JHBG-AT|05JHBG|0|null|2|8|124.50|-8.50|0|null|0|null|85|null|300.35|2|null|5|null|0|null|16|null|null|null|null|null|3|2|null|null|5|3|null|60|null|27.2|1|null|3|null|2|0|0|0|091-201-1899-1
05JHBH-AT|05JHBH|0|null|2|8|-6.50|-14.50|0|null|0|null|85|null|295.15|2|null|5|null|0|null|154|null|null|null|null|null|3|2|null|null|5|3|null|60|null|22.0|1|null|3|null|2|0|0|0|001-193-1899-1
05JHBI-AT|05JHBI|0|null|2|8|-1.00|-19.00|0|null|0|null|85|null|294.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|21.0|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBJ-AT|05JHBJ|0|null|2|8|56.50|-26.50|0|null|0|null|85|null|296.95|2|null|5|null|0|null|149|null|null|null|null|null|3|2|null|null|5|3|null|60|null|23.8|1|null|3|null|2|0|0|0|001-193-1899-1
05JHBK-AT|05JHBK|0|null|2|8|178.50|-29.50|0|null|0|null|85|null|296.45|2|null|5|null|0|null|15|null|null|null|null|null|3|2|null|null|5|3|null|60|null|23.3|1|null|3|null|2|0|0|0|091-201-1899-1
05JHBM-AT|05JHBM|0|null|2|8|-51.00|-35.00|0|null|0|null|85|null|296.45|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|23.3|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBL-AT|05JHBL|0|null|2|8|-55.00|-39.00|0|null|0|null|85|null|292.95|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|19.8|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBQ-AT|05JHBQ|0|null|2|8|8.00|-40.00|0|null|0|null|85|null|285.65|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|12.5|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBN-AT|05JHBN|0|null|2|8|-58.00|-41.00|0|null|0|null|85|null|286.95|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|13.8|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBO-AT|05JHBO|0|null|2|8|-56.00|-42.00|0|null|0|null|85|null|286.55|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|13.4|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBP-AT|05JHBP|0|null|2|8|8.00|-43.00|0|null|0|null|85|null|283.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|10.0|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBR-AT|05JHBR|0|null|2|8|-117.50|-54.50|0|null|0|null|85|null|283.75|2|null|5|null|0|null|13|null|null|null|null|null|3|2|null|null|5|3|null|60|null|10.6|1|null|3|null|2|0|0|0|091-201-1899-1
05JHBU-AT|05JHBU|0|null|2|8|-60.00|-55.00|0|null|0|null|85|null|280.45|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|7.3|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBS-AT|05JHBS|0|null|2|8|-69.00|-56.00|0|null|0|null|85|null|279.45|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|6.3|1|null|3|null|2|0|0|0|004-156-1899-1
05JHBT-AT|05JHBT|0|null|2|8|-66.00|-56.00|0|null|0|null|85|null|279.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|6.0|1|null|3|null|2|0|0|0|004-156-1899-1
CZR8BQ-AT|CZR8BQ|0|null|2|8|160.05|-63.67|0|null|0|null|85|null|273.15|2|null|5|null|0|null|2|null|null|null|null|null|3|2|null|null|5|3|null|60|null|0.0|1|null|3|null|2|0|0|0|167-246-1899-1
05JHBY-AT|05JHBY|0|null|2|8|-22.50|56.50|0|null|0|null|85|null|278.15|2|null|5|null|0|null|13|null|null|null|null|null|3|2|null|null|5|3|null|60|null|5.0|1|null|3|null|2|0|0|0|091-201-1899-1
05JHBX-AT|05JHBX|0|null|2|8|-22.50|50.50|0|null|0|null|85|null|285.95|2|null|5|null|0|null|132|null|null|null|null|null|3|2|null|null|5|3|null|60|null|12.8|1|null|3|null|2|0|0|0|001-193-1899-1
05JHBZ-AT|05JHBZ|0|null|2|8|-21.50|48.50|0|null|0|null|85|null|286.85|2|null|5|null|0|null|133|null|null|null|null|null|3|2|null|null|5|3|null|60|null|13.7|1|null|3|null|2|0|0|0|001-193-1899-1
05JHC0-AT|05JHC0|0|null|2|8|-11.00|48.00|0|null|0|null|85|null|283.45|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|10.3|1|null|3|null|2|0|0|0|004-156-1899-1
05JHC2-AT|05JHC2|0|null|2|8|-8.50|47.50|0|null|0|null|85|null|284.25|2|null|5|null|0|null|134|null|null|null|null|null|3|2|null|null|5|3|null|60|null|11.1|1|null|3|null|2|0|0|0|001-193-1899-1
05JHC1-AT|05JHC1|0|null|2|8|-8.50|45.50|0|null|0|null|85|null|281.45|2|null|5|null|0|null|14|null|null|null|null|null|3|2|null|null|5|3|null|60|null|8.3|1|null|3|null|2|0|0|0|091-201-1899-1
05JHC4-AT|05JHC4|0|null|2|8|-73.50|39.50|0|null|0|null|85|null|272.55|2|null|5|null|0|null|14|null|null|null|null|null|3|2|null|null|5|3|null|60|null|-0.6|1|null|3|null|2|0|0|0|091-201-1899-1
05JHC7-AT|05JHC7|0|null|2|8|-11.50|36.50|0|null|0|null|85|null|289.25|2|null|5|null|0|null|14|null|null|null|null|null|3|2|null|null|5|3|null|60|null|16.1|1|null|3|null|2|0|0|0|091-201-1899-1
05JHC3-AT|05JHC3|0|null|2|8|169.50|34.50|0|null|0|null|85|null|289.15|2|null|5|null|0|null|144|null|null|null|null|null|3|2|null|null|5|3|null|60|null|16.0|1|null|3|null|2|0|0|0|001-192-1899-1
05JHC5-AT|05JHC5|0|null|2|8|-22.50|31.50|0|null|0|null|85|null|290.15|2|null|5|null|0|null|146|null|null|null|null|null|3|2|null|null|5|3|null|60|null|17.0|1|null|3|null|2|0|0|0|001-192-1899-1
05JHC6-AT|05JHC6|0|null|2|8|-15.50|31.50|0|null|0|null|85|null|290.45|2|null|5|null|0|null|146|null|null|null|null|null|3|2|null|null|5|3|null|60|null|17.3|1|null|3|null|2|0|0|0|001-193-1899-1
05JHC9-AT|05JHC9|0|null|2|8|-15.50|28.50|0|null|0|null|85|null|290.95|2|null|5|null|0|null|15|null|null|null|null|null|3|2|null|null|5|3|null|60|null|17.8|1|null|3|null|2|0|0|0|091-201-1899-1
05JHC8-AT|05JHC8|0|null|2|8|-16.50|25.50|0|null|0|null|85|null|292.05|2|null|5|null|0|null|15|null|null|null|null|null|3|2|null|null|5|3|null|60|null|18.9|1|null|3|null|2|0|0|0|091-201-1899-1
05JHCA-AT|05JHCA|0|null|2|8|47.50|12.50|0|null|0|null|85|null|296.55|2|null|5|null|0|null|155|null|null|null|null|null|3|2|null|null|5|3|null|60|null|23.4|1|null|3|null|2|0|0|0|001-193-1899-1
05JHCC-AT|05JHCC|0|null|2|8|-17.50|12.50|0|null|0|null|85|null|294.85|2|null|5|null|0|null|16|null|null|null|null|null|3|2|null|null|5|3|null|60|null|21.7|1|null|3|null|2|0|0|0|091-201-1899-1
05JHCB-AT|05JHCB|0|null|2|8|52.50|11.50|0|null|0|null|85|null|294.85|2|null|5|null|0|null|155|null|null|null|null|null|3|2|null|null|5|3|null|60|null|21.7|1|null|3|null|2|0|0|0|001-193-1899-1
05JHCD-AT|05JHCD|0|null|2|8|-16.50|10.50|0|null|0|null|85|null|297.55|2|null|5|null|0|null|16|null|null|null|null|null|3|2|null|null|5|3|null|60|null|24.4|1|null|3|null|2|0|0|0|091-201-1899-1
05JHCE-AT|05JHCE|0|null|2|8|165.50|-8.50|0|null|0|null|85|null|302.25|2|null|5|null|0|null|156|null|null|null|null|null|3|2|null|null|5|3|null|60|null|29.1|1|null|3|null|2|0|0|0|001-192-1899-1
