observation_id|report_id|data_policy_licence|date_time|date_time_meaning|observation_duration|longitude|latitude|crs|z_coordinate|z_coordinate_type|observation_height_above_station_surface|observed_variable|secondary_variable|observation_value|value_significance|secondary_value|units|code_table|conversion_flag|location_method|location_precision|z_coordinate_method|bbox_min_longitude|bbox_max_longitude|bbox_min_latitude|bbox_max_latitude|spatial_representativeness|quality_flag|numerical_precision|sensor_id|sensor_automation_status|exposure_of_sensor|original_precision|original_units|original_code_table|original_value|conversion_method|processing_code|processing_level|adjustment_id|traceability|advanced_qc|advanced_uncertainty|advanced_homogenisation|source_id
ICOADS-300-05JHBJ-SST|ICOADS-300-05JHBJ|0|1899-01-03 00:00:00|2|8|56.50|-26.50|0|null|0|null|95|null|298.55|2|null|5|null|0|null|149|null|null|null|null|null|3|2|null|null|5|3|null|60|null|25.4|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHBK-SST|ICOADS-300-05JHBK|0|1899-01-03 00:00:00|2|8|178.50|-29.50|0|null|0|null|95|null|297.05|2|null|5|null|0|null|15|null|null|null|null|null|3|2|null|null|5|3|null|60|null|23.9|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHBM-SST|ICOADS-300-05JHBM|0|1899-01-03 00:00:00|2|8|-51.00|-35.00|0|null|0|null|95|null|295.35|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|22.2|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBL-SST|ICOADS-300-05JHBL|0|1899-01-03 00:00:00|2|8|-55.00|-39.00|0|null|0|null|95|null|289.45|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|16.3|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBQ-SST|ICOADS-300-05JHBQ|0|1899-01-03 00:00:00|2|8|8.00|-40.00|0|null|0|null|95|null|284.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|11.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBN-SST|ICOADS-300-05JHBN|0|1899-01-03 00:00:00|2|8|-58.00|-41.00|0|null|0|null|95|null|287.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|14.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBO-SST|ICOADS-300-05JHBO|0|1899-01-03 00:00:00|2|8|-56.00|-42.00|0|null|0|null|95|null|285.35|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|12.2|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBP-SST|ICOADS-300-05JHBP|0|1899-01-03 00:00:00|2|8|8.00|-43.00|0|null|0|null|95|null|281.25|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|8.1|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBR-SST|ICOADS-300-05JHBR|0|1899-01-03 00:00:00|2|8|-117.50|-54.50|0|null|0|null|95|null|282.05|2|null|5|null|0|null|13|null|null|null|null|null|3|2|null|null|5|3|null|60|null|8.9|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHBU-SST|ICOADS-300-05JHBU|0|1899-01-03 00:00:00|2|8|-60.00|-55.00|0|null|0|null|95|null|280.35|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|7.2|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBS-SST|ICOADS-300-05JHBS|0|1899-01-03 00:00:00|2|8|-69.00|-56.00|0|null|0|null|95|null|279.95|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|6.8|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHBT-SST|ICOADS-300-05JHBT|0|1899-01-03 00:00:00|2|8|-66.00|-56.00|0|null|0|null|95|null|280.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|7.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-CZR8BQ-SST|ICOADS-300-CZR8BQ|0|null|2|8|160.05|-63.67|0|null|0|null|95|null|272.05|2|null|5|null|0|null|2|null|null|null|null|null|3|2|null|null|5|3|null|60|null|-1.1|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-167-246-1899-01
ICOADS-300-05JHBY-SST|ICOADS-300-05JHBY|0|1899-01-03 01:00:00|2|8|-22.50|56.50|0|null|0|null|95|null|282.05|2|null|5|null|0|null|13|null|null|null|null|null|3|2|null|null|5|3|null|60|null|8.9|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHBX-SST|ICOADS-300-05JHBX|0|1899-01-03 01:00:00|2|8|-22.50|50.50|0|null|0|null|95|null|285.75|2|null|5|null|0|null|132|null|null|null|null|null|3|2|null|null|5|3|null|60|null|12.6|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHBZ-SST|ICOADS-300-05JHBZ|0|1899-01-03 01:00:00|2|8|-21.50|48.50|0|null|0|null|95|null|285.65|2|null|5|null|0|null|133|null|null|null|null|null|3|2|null|null|5|3|null|60|null|12.5|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHC0-SST|ICOADS-300-05JHC0|0|1899-01-03 01:00:00|2|8|-11.00|48.00|0|null|0|null|95|null|285.15|2|null|5|null|0|null|null|null|null|null|null|null|3|2|null|null|5|3|null|60|null|12.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-004-156-1899-01
ICOADS-300-05JHC2-SST|ICOADS-300-05JHC2|0|1899-01-03 01:00:00|2|8|-8.50|47.50|0|null|0|null|95|null|284.85|2|null|5|null|0|null|134|null|null|null|null|null|3|2|null|null|5|3|null|60|null|11.7|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHC1-SST|ICOADS-300-05JHC1|0|1899-01-03 01:00:00|2|8|-8.50|45.50|0|null|0|null|95|null|283.15|2|null|5|null|0|null|14|null|null|null|null|null|3|2|null|null|5|3|null|60|null|10.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHC7-SST|ICOADS-300-05JHC7|0|1899-01-03 01:00:00|2|8|-11.50|36.50|0|null|0|null|95|null|290.35|2|null|5|null|0|null|14|null|null|null|null|null|3|2|null|null|5|3|null|60|null|17.2|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHC3-SST|ICOADS-300-05JHC3|0|1899-01-03 01:00:00|2|8|169.50|34.50|0|null|0|null|95|null|290.55|2|null|5|null|0|null|144|null|null|null|null|null|3|2|null|null|5|3|null|60|null|17.4|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-192-1899-01
ICOADS-300-05JHC5-SST|ICOADS-300-05JHC5|0|1899-01-03 01:00:00|2|8|-22.50|31.50|0|null|0|null|95|null|292.15|2|null|5|null|0|null|146|null|null|null|null|null|3|2|null|null|5|3|null|60|null|19.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-192-1899-01
ICOADS-300-05JHC6-SST|ICOADS-300-05JHC6|0|1899-01-03 01:00:00|2|8|-15.50|31.50|0|null|0|null|95|null|291.75|2|null|5|null|0|null|146|null|null|null|null|null|3|2|null|null|5|3|null|60|null|18.6|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHC8-SST|ICOADS-300-05JHC8|0|1899-01-03 01:00:00|2|8|-16.50|25.50|0|null|0|null|95|null|292.55|2|null|5|null|0|null|15|null|null|null|null|null|3|2|null|null|5|3|null|60|null|19.4|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHCA-SST|ICOADS-300-05JHCA|0|1899-01-03 01:00:00|2|8|47.50|12.50|0|null|0|null|95|null|297.65|2|null|5|null|0|null|155|null|null|null|null|null|3|2|null|null|5|3|null|60|null|24.5|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHCC-SST|ICOADS-300-05JHCC|0|1899-01-03 01:00:00|2|8|-17.50|12.50|0|null|0|null|95|null|294.85|2|null|5|null|0|null|16|null|null|null|null|null|3|2|null|null|5|3|null|60|null|21.7|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHCB-SST|ICOADS-300-05JHCB|0|1899-01-03 01:00:00|2|8|52.50|11.50|0|null|0|null|95|null|296.05|2|null|5|null|0|null|155|null|null|null|null|null|3|2|null|null|5|3|null|60|null|22.9|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-193-1899-01
ICOADS-300-05JHCD-SST|ICOADS-300-05JHCD|0|1899-01-03 01:00:00|2|8|-16.50|10.50|0|null|0|null|95|null|298.15|2|null|5|null|0|null|16|null|null|null|null|null|3|2|null|null|5|3|null|60|null|25.0|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-091-201-1899-01
ICOADS-300-05JHCE-SST|ICOADS-300-05JHCE|0|1899-01-03 01:00:00|2|8|165.50|-8.50|0|null|0|null|95|null|301.65|2|null|5|null|0|null|156|null|null|null|null|null|3|2|null|null|5|3|null|60|null|28.5|1|null|3|null|2|0|0|0|ICOADS-3-0-0T-001-192-1899-01
