observation_id|report_id|data_policy_licence|date_time|date_time_meaning|observation_duration|longitude|latitude|crs|z_coordinate|z_coordinate_type|observation_height_above_station_surface|observed_variable|secondary_variable|observation_value|value_significance|secondary_value|units|code_table|conversion_flag|location_method|location_precision|z_coordinate_method|bbox_min_longitude|bbox_max_longitude|bbox_min_latitude|bbox_max_latitude|spatial_representativeness|quality_flag|numerical_precision|sensor_id|sensor_automation_status|exposure_of_sensor|original_precision|original_units|original_code_table|original_value|conversion_method|processing_code|processing_level|adjustment_id|traceability|advanced_qc|advanced_uncertainty|advanced_homogenisation|source_id
05JHB3-WD|05JHB3|0|null|2|8|-123.50|48.50|0|null|0|null|106|null|338|2|null|320|null|2|null|13|null|null|null|null|null|3|2|null|null|5|3|null|320|null|338|null|null|3|null|2|0|0|0|091-201-1899-1
05JHB6-WD|05JHB6|0|null|2|8|-9.00|48.00|0|null|0|null|106|null|315|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|315|null|null|3|null|2|0|0|0|004-156-1899-1
05JHB7-WD|05JHB7|0|null|2|8|-8.00|48.00|0|null|0|null|106|null|270|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|270|null|null|3|null|2|0|0|0|004-156-1899-1
05JHB8-WD|05JHB8|0|null|2|8|-4.00|45.00|0|null|0|null|106|null|292|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|292|null|null|3|null|2|0|0|0|004-156-1899-1
05JHB4-WD|05JHB4|0|null|2|8|-63.50|41.50|0|null|0|null|106|null|338|2|null|320|null|2|null|139|null|null|null|null|null|3|2|null|null|5|3|null|320|null|338|null|null|3|null|2|0|0|0|001-193-1899-1
05JHB5-WD|05JHB5|0|null|2|8|-62.50|41.50|0|null|0|null|106|null|338|2|null|320|null|2|null|139|null|null|null|null|null|3|2|null|null|5|3|null|320|null|338|null|null|3|null|2|0|0|0|001-193-1899-1
05JHBB-WD|05JHBB|0|null|2|8|0.50|38.50|0|null|0|null|106|null|315|2|null|320|null|2|null|141|null|null|null|null|null|3|2|null|null|5|3|null|320|null|315|null|null|3|null|2|0|0|0|001-193-1899-1
05JHB9-WD|05JHB9|0|null|2|8|-69.00|37.00|0|null|0|null|106|null|22|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|22|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBA-WD|05JHBA|0|null|2|8|-54.50|35.50|0|null|0|null|106|null|45|2|null|320|null|2|null|14|null|null|null|null|null|3|2|null|null|5|3|null|320|null|45|null|null|3|null|2|0|0|0|091-201-1899-1
05JHBC-WD|05JHBC|0|null|2|8|-56.50|24.50|0|null|0|null|106|null|45|2|null|320|null|2|null|150|null|null|null|null|null|3|2|null|null|5|3|null|320|null|45|null|null|3|null|2|0|0|0|001-192-1899-1
05JHBE-WD|05JHBE|0|null|2|8|-63.00|19.00|0|null|0|null|106|null|45|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|45|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBD-WD|05JHBD|0|null|2|8|55.50|11.50|0|null|0|null|106|null|45|2|null|320|null|2|null|155|null|null|null|null|null|3|2|null|null|5|3|null|320|null|45|null|null|3|null|2|0|0|0|001-193-1899-1
05JHBH-WD|05JHBH|0|null|2|8|-6.50|-14.50|0|null|0|null|106|null|113|2|null|320|null|2|null|154|null|null|null|null|null|3|2|null|null|5|3|null|320|null|113|null|null|3|null|2|0|0|0|001-193-1899-1
05JHBI-WD|05JHBI|0|null|2|8|-1.00|-19.00|0|null|0|null|106|null|135|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|135|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBJ-WD|05JHBJ|0|null|2|8|56.50|-26.50|0|null|0|null|106|null|113|2|null|320|null|2|null|149|null|null|null|null|null|3|2|null|null|5|3|null|320|null|113|null|null|3|null|2|0|0|0|001-193-1899-1
05JHBK-WD|05JHBK|0|null|2|8|178.50|-29.50|0|null|0|null|106|null|135|2|null|320|null|2|null|15|null|null|null|null|null|3|2|null|null|5|3|null|320|null|135|null|null|3|null|2|0|0|0|091-201-1899-1
05JHBM-WD|05JHBM|0|null|2|8|-51.00|-35.00|0|null|0|null|106|null|360|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|360|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBL-WD|05JHBL|0|null|2|8|-55.00|-39.00|0|null|0|null|106|null|270|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|270|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBQ-WD|05JHBQ|0|null|2|8|8.00|-40.00|0|null|0|null|106|null|292|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|292|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBN-WD|05JHBN|0|null|2|8|-58.00|-41.00|0|null|0|null|106|null|157|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|157|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBO-WD|05JHBO|0|null|2|8|-56.00|-42.00|0|null|0|null|106|null|202|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|202|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBP-WD|05JHBP|0|null|2|8|8.00|-43.00|0|null|0|null|106|null|292|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|292|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBR-WD|05JHBR|0|null|2|8|-117.50|-54.50|0|null|0|null|106|null|270|2|null|320|null|2|null|13|null|null|null|null|null|3|2|null|null|5|3|null|320|null|270|null|null|3|null|2|0|0|0|091-201-1899-1
05JHBU-WD|05JHBU|0|null|2|8|-60.00|-55.00|0|null|0|null|106|null|270|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|270|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBS-WD|05JHBS|0|null|2|8|-69.00|-56.00|0|null|0|null|106|null|247|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|247|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBT-WD|05JHBT|0|null|2|8|-66.00|-56.00|0|null|0|null|106|null|270|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|270|null|null|3|null|2|0|0|0|004-156-1899-1
05JHBY-WD|05JHBY|0|null|2|8|-22.50|56.50|0|null|0|null|106|null|169|2|null|320|null|2|null|13|null|null|null|null|null|3|2|null|null|5|3|null|320|null|169|null|null|3|null|2|0|0|0|091-201-1899-1
05JHBX-WD|05JHBX|0|null|2|8|-22.50|50.50|0|null|0|null|106|null|248|2|null|320|null|2|null|132|null|null|null|null|null|3|2|null|null|5|3|null|320|null|248|null|null|3|null|2|0|0|0|001-193-1899-1
05JHBZ-WD|05JHBZ|0|null|2|8|-21.50|48.50|0|null|0|null|106|null|248|2|null|320|null|2|null|133|null|null|null|null|null|3|2|null|null|5|3|null|320|null|248|null|null|3|null|2|0|0|0|001-193-1899-1
05JHC0-WD|05JHC0|0|null|2|8|-11.00|48.00|0|null|0|null|106|null|292|2|null|320|null|2|null|null|null|null|null|null|null|3|2|null|null|5|3|null|320|null|292|null|null|3|null|2|0|0|0|004-156-1899-1
05JHC2-WD|05JHC2|0|null|2|8|-8.50|47.50|0|null|0|null|106|null|315|2|null|320|null|2|null|134|null|null|null|null|null|3|2|null|null|5|3|null|320|null|315|null|null|3|null|2|0|0|0|001-193-1899-1
05JHC1-WD|05JHC1|0|null|2|8|-8.50|45.50|0|null|0|null|106|null|225|2|null|320|null|2|null|14|null|null|null|null|null|3|2|null|null|5|3|null|320|null|225|null|null|3|null|2|0|0|0|091-201-1899-1
05JHC4-WD|05JHC4|0|null|2|8|-73.50|39.50|0|null|0|null|106|null|259|2|null|320|null|2|null|14|null|null|null|null|null|3|2|null|null|5|3|null|320|null|259|null|null|3|null|2|0|0|0|091-201-1899-1
05JHC7-WD|05JHC7|0|null|2|8|-11.50|36.50|0|null|0|null|106|null|11|2|null|320|null|2|null|14|null|null|null|null|null|3|2|null|null|5|3|null|320|null|11|null|null|3|null|2|0|0|0|091-201-1899-1
05JHC3-WD|05JHC3|0|null|2|8|169.50|34.50|0|null|0|null|106|null|180|2|null|320|null|2|null|144|null|null|null|null|null|3|2|null|null|5|3|null|320|null|180|null|null|3|null|2|0|0|0|001-192-1899-1
05JHC5-WD|05JHC5|0|null|2|8|-22.50|31.50|0|null|0|null|106|null|135|2|null|320|null|2|null|146|null|null|null|null|null|3|2|null|null|5|3|null|320|null|135|null|null|3|null|2|0|0|0|001-192-1899-1
05JHC6-WD|05JHC6|0|null|2|8|-15.50|31.50|0|null|0|null|106|null|68|2|null|320|null|2|null|146|null|null|null|null|null|3|2|null|null|5|3|null|320|null|68|null|null|3|null|2|0|0|0|001-193-1899-1
05JHC9-WD|05JHC9|0|null|2|8|-15.50|28.50|0|null|0|null|106|null|68|2|null|320|null|2|null|15|null|null|null|null|null|3|2|null|null|5|3|null|320|null|68|null|null|3|null|2|0|0|0|091-201-1899-1
05JHC8-WD|05JHC8|0|null|2|8|-16.50|25.50|0|null|0|null|106|null|68|2|null|320|null|2|null|15|null|null|null|null|null|3|2|null|null|5|3|null|320|null|68|null|null|3|null|2|0|0|0|091-201-1899-1
05JHCA-WD|05JHCA|0|null|2|8|47.50|12.50|0|null|0|null|106|null|90|2|null|320|null|2|null|155|null|null|null|null|null|3|2|null|null|5|3|null|320|null|90|null|null|3|null|2|0|0|0|001-193-1899-1
05JHCC-WD|05JHCC|0|null|2|8|-17.50|12.50|0|null|0|null|106|null|34|2|null|320|null|2|null|16|null|null|null|null|null|3|2|null|null|5|3|null|320|null|34|null|null|3|null|2|0|0|0|091-201-1899-1
05JHCB-WD|05JHCB|0|null|2|8|52.50|11.50|0|null|0|null|106|null|45|2|null|320|null|2|null|155|null|null|null|null|null|3|2|null|null|5|3|null|320|null|45|null|null|3|null|2|0|0|0|001-193-1899-1
05JHCE-WD|05JHCE|0|null|2|8|165.50|-8.50|0|null|0|null|106|null|338|2|null|320|null|2|null|156|null|null|null|null|null|3|2|null|null|5|3|null|320|null|338|null|null|3|null|2|0|0|0|001-192-1899-1
