report_id|region|sub_region|application_area|observing_programme|report_type|station_name|station_type|platform_type|platform_sub_type|primary_station_id|station_record_number|primary_station_id_scheme|longitude|latitude|location_accuracy|location_method|location_quality|crs|station_speed|station_course|station_heading|height_of_station_above_local_ground|height_of_station_above_sea_level|height_of_station_above_sea_level_accuracy|sea_level_datum|report_meaning_of_timestamp|report_timestamp|report_duration|report_time_accuracy|report_time_quality|report_time_reference|profile_id|events_at_station|report_quality|duplicate_status|duplicates|record_timestamp|history|processing_level|processing_codes|source_id|source_record_id
05JHBO|null|null|{1,7,10,11}|null|0|null|2|null|null|null|1|8|-56.00|-42.00|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|004-156-1899-1|05JHBO
05JHBP|null|null|{1,7,10,11}|null|0|null|2|null|null|null|1|8|8.00|-43.00|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|004-156-1899-1|05JHBP
05JHBR|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10322|1|8|-117.50|-54.50|13|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHBR
05JHBU|null|null|{1,7,10,11}|null|0|null|2|null|null|null|1|8|-60.00|-55.00|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|004-156-1899-1|05JHBU
05JHBS|null|null|{1,7,10,11}|null|0|null|2|null|null|null|1|8|-69.00|-56.00|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|004-156-1899-1|05JHBS
05JHBT|null|null|{1,7,10,11}|null|0|null|2|null|null|null|1|8|-66.00|-56.00|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|004-156-1899-1|05JHBT
CZR8BQ|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|SouthernC|1|8|160.05|-63.67|2|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|null|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|167-246-1899-1|CZR8BQ
05JHBW|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|Belgica|1|8|-86.93|-70.22|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|127-246-1899-1|05JHBW
05JHBY|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10366|1|8|-22.50|56.50|13|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHBY
05JHBX|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|null|1|8|-22.50|50.50|132|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-193-1899-1|05JHBX
05JHBZ|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|null|1|8|-21.50|48.50|133|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-193-1899-1|05JHBZ
05JHC0|null|null|{1,7,10,11}|null|0|null|2|null|null|null|1|8|-11.00|48.00|null|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|004-156-1899-1|05JHC0
05JHC2|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|null|1|8|-8.50|47.50|134|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-193-1899-1|05JHC2
05JHC1|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10339|1|8|-8.50|45.50|14|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHC1
05JHC4|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10325|1|8|-73.50|39.50|14|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHC4
05JHC7|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10367|1|8|-11.50|36.50|14|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHC7
05JHC3|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|01200167|1|8|169.50|34.50|144|null|0|0|5.7|90|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-192-1899-1|05JHC3
05JHC5|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|01091077|1|8|-22.50|31.50|146|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-192-1899-1|05JHC5
05JHC6|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|null|1|8|-15.50|31.50|146|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-193-1899-1|05JHC6
05JHC9|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10335|1|8|-15.50|28.50|15|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHC9
05JHC8|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10310|1|8|-16.50|25.50|15|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHC8
05JHCA|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|null|1|8|47.50|12.50|155|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-193-1899-1|05JHCA
05JHCC|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10340|1|8|-17.50|12.50|16|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHCC
05JHCB|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|null|1|8|52.50|11.50|155|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-193-1899-1|05JHCB
05JHCD|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|10377|1|8|-16.50|10.50|16|null|0|0|null|null|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|091-201-1899-1|05JHCD
05JHCE|null|null|{1,7,10,11}|{5,7,56}|0|null|2|2|null|01200454|1|8|165.50|-8.50|156|null|0|0|1.0|270|null|0.0|0.0|null|null|2|null|11|3600|2|null|null|null|0|4|null|null|2025-06-24 09:04:10. Initial conversion from ICOADS R3.0.0T|null|null|001-192-1899-1|05JHCE
