ICOADS-302-M3RFZS-AT|ICOADS-302-M3RFZS|0|2016-04-11 10:00:00|2|8|-67.30|-52.10|0|null|0|null|85|null|282.25|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RN40-AT|ICOADS-302-M3RN40|0|2016-04-11 11:00:00|2|8|-67.10|-52.00|0|null|0|null|85|null|282.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RUD2-AT|ICOADS-302-M3RUD2|0|2016-04-11 12:00:00|2|8|-66.90|-51.80|0|null|0|null|85|null|282.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S1DF-AT|ICOADS-302-M3S1DF|0|2016-04-11 13:00:00|2|8|-66.60|-51.70|0|null|0|null|85|null|282.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S8C4-AT|ICOADS-302-M3S8C4|0|2016-04-11 14:00:00|2|8|-66.30|-51.60|0|null|0|null|85|null|282.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SFDT-AT|ICOADS-302-M3SFDT|0|2016-04-11 15:00:00|2|8|-66.10|-51.50|0|null|0|null|85|null|282.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SMFR-AT|ICOADS-302-M3SMFR|0|2016-04-11 16:00:00|2|8|-65.80|-51.40|0|null|0|null|85|null|282.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3STF6-AT|ICOADS-302-M3STF6|0|2016-04-11 17:00:00|2|8|-65.50|-51.40|0|null|0|null|85|null|282.15|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T0TL-AT|ICOADS-302-M3T0TL|0|2016-04-11 18:00:00|2|8|-65.20|-51.30|0|null|0|null|85|null|282.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T7WJ-AT|ICOADS-302-M3T7WJ|0|2016-04-11 19:00:00|2|8|-64.90|-51.10|0|null|0|null|85|null|282.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TEZR-AT|ICOADS-302-M3TEZR|0|2016-04-11 20:00:00|2|8|-64.70|-51.00|0|null|0|null|85|null|281.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TLZ8-AT|ICOADS-302-M3TLZ8|0|2016-04-11 21:00:00|2|8|-64.50|-50.80|0|null|0|null|85|null|281.95|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TSS8-AT|ICOADS-302-M3TSS8|0|2016-04-11 22:00:00|2|8|-64.30|-50.70|0|null|0|null|85|null|281.95|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNJSZM-AT|ICOADS-302-ZNJSZM|0|2016-04-11 23:00:00|2|8|-64.20|-50.50|0|null|0|null|85|null|282.05|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
ICOADS-302-M3U4CZ-AT|ICOADS-302-M3U4CZ|0|2016-04-12 00:00:00|2|8|-64.00|-50.30|0|null|0|null|85|null|282.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UBBT-AT|ICOADS-302-M3UBBT|0|2016-04-12 01:00:00|2|8|-63.80|-50.10|0|null|0|null|85|null|282.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UI79-AT|ICOADS-302-M3UI79|0|2016-04-12 02:00:00|2|8|-63.70|-49.90|0|null|0|null|85|null|282.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UPDG-AT|ICOADS-302-M3UPDG|0|2016-04-12 03:00:00|2|8|-63.50|-49.80|0|null|0|null|85|null|282.65|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UW59-AT|ICOADS-302-M3UW59|0|2016-04-12 04:00:00|2|8|-63.40|-49.60|0|null|0|null|85|null|283.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3V35X-AT|ICOADS-302-M3V35X|0|2016-04-12 05:00:00|2|8|-63.20|-49.50|0|null|0|null|85|null|283.25|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VAN0-AT|ICOADS-302-M3VAN0|0|2016-04-12 06:00:00|2|8|-63.00|-49.30|0|null|0|null|85|null|280.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|7.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VHRA-AT|ICOADS-302-M3VHRA|0|2016-04-12 07:00:00|2|8|-62.80|-49.20|0|null|0|null|85|null|281.15|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VOV1-AT|ICOADS-302-M3VOV1|0|2016-04-12 08:00:00|2|8|-62.60|-49.00|0|null|0|null|85|null|283.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VW24-AT|ICOADS-302-M3VW24|0|2016-04-12 09:00:00|2|8|-62.30|-48.90|0|null|0|null|85|null|284.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3W336-AT|ICOADS-302-M3W336|0|2016-04-12 10:00:00|2|8|-62.10|-48.70|0|null|0|null|85|null|284.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WA5M-AT|ICOADS-302-M3WA5M|0|2016-04-12 11:00:00|2|8|-61.90|-48.50|0|null|0|null|85|null|285.25|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WHMS-AT|ICOADS-302-M3WHMS|0|2016-04-12 12:00:00|2|8|-61.70|-48.40|0|null|0|null|85|null|285.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WOQ4-AT|ICOADS-302-M3WOQ4|0|2016-04-12 13:00:00|2|8|-61.50|-48.20|0|null|0|null|85|null|285.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WVXF-AT|ICOADS-302-M3WVXF|0|2016-04-12 14:00:00|2|8|-61.30|-48.10|0|null|0|null|85|null|285.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3X32E-AT|ICOADS-302-M3X32E|0|2016-04-12 15:00:00|2|8|-61.10|-47.90|0|null|0|null|85|null|285.65|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XAAB-AT|ICOADS-302-M3XAAB|0|2016-04-12 16:00:00|2|8|-60.90|-47.80|0|null|0|null|85|null|285.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XHIW-AT|ICOADS-302-M3XHIW|0|2016-04-12 17:00:00|2|8|-60.70|-47.70|0|null|0|null|85|null|285.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XOVT-AT|ICOADS-302-M3XOVT|0|2016-04-12 18:00:00|2|8|-60.50|-47.50|0|null|0|null|85|null|285.25|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|12.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XVAT-AT|ICOADS-302-M3XVAT|0|2016-04-12 19:00:00|2|8|-60.30|-47.30|0|null|0|null|85|null|284.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Y2BF-AT|ICOADS-302-M3Y2BF|0|2016-04-12 20:00:00|2|8|-60.10|-47.20|0|null|0|null|85|null|284.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Y91X-AT|ICOADS-302-M3Y91X|0|2016-04-12 21:00:00|2|8|-59.90|-47.00|0|null|0|null|85|null|284.65|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3YFL1-AT|ICOADS-302-M3YFL1|0|2016-04-12 22:00:00|2|8|-59.70|-46.90|0|null|0|null|85|null|284.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNIGCD-AT|ICOADS-302-ZNIGCD|0|2016-04-12 23:00:00|2|8|-59.50|-46.70|0|null|0|null|85|null|284.25|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|11.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
ICOADS-302-M3PR0P-AT|ICOADS-302-M3PR0P|0|2016-04-11 00:00:00|2|8|-36.20|-10.70|0|null|0|null|85|null|301.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3PVM1-AT|ICOADS-302-M3PVM1|0|2016-04-11 01:00:00|2|8|-36.20|-10.60|0|null|0|null|85|null|301.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Q0D8-AT|ICOADS-302-M3Q0D8|0|2016-04-11 02:00:00|2|8|-36.30|-10.60|0|null|0|null|85|null|301.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Q568-AT|ICOADS-302-M3Q568|0|2016-04-11 03:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|300.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Q996-AT|ICOADS-302-M3Q996|0|2016-04-11 04:00:00|2|8|-36.50|-10.70|0|null|0|null|85|null|301.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3QFMH-AT|ICOADS-302-M3QFMH|0|2016-04-11 05:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|300.55|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3QMZI-AT|ICOADS-302-M3QMZI|0|2016-04-11 06:00:00|2|8|-36.40|-10.60|0|null|0|null|85|null|300.75|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3QU24-AT|ICOADS-302-M3QU24|0|2016-04-11 07:00:00|2|8|-36.30|-10.60|0|null|0|null|85|null|300.55|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3R15V-AT|ICOADS-302-M3R15V|0|2016-04-11 08:00:00|2|8|-36.30|-10.60|0|null|0|null|85|null|300.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3R8DS-AT|ICOADS-302-M3R8DS|0|2016-04-11 09:00:00|2|8|-36.40|-10.60|0|null|0|null|85|null|301.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RFEL-AT|ICOADS-302-M3RFEL|0|2016-04-11 10:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|301.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RMK8-AT|ICOADS-302-M3RMK8|0|2016-04-11 11:00:00|2|8|-36.30|-10.60|0|null|0|null|85|null|301.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RTQG-AT|ICOADS-302-M3RTQG|0|2016-04-11 12:00:00|2|8|-36.40|-10.60|0|null|0|null|85|null|301.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S0TW-AT|ICOADS-302-M3S0TW|0|2016-04-11 13:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|301.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S7QX-AT|ICOADS-302-M3S7QX|0|2016-04-11 14:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|301.55|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SESF-AT|ICOADS-302-M3SESF|0|2016-04-11 15:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|301.55|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SLTZ-AT|ICOADS-302-M3SLTZ|0|2016-04-11 16:00:00|2|8|-36.40|-10.70|0|null|0|null|85|null|301.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SSTJ-AT|ICOADS-302-M3SSTJ|0|2016-04-11 17:00:00|2|8|-36.30|-10.60|0|null|0|null|85|null|301.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T07Q-AT|ICOADS-302-M3T07Q|0|2016-04-11 18:00:00|2|8|-36.10|-10.50|0|null|0|null|85|null|301.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T7A8-AT|ICOADS-302-M3T7A8|0|2016-04-11 19:00:00|2|8|-35.90|-10.50|0|null|0|null|85|null|301.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TECS-AT|ICOADS-302-M3TECS|0|2016-04-11 20:00:00|2|8|-35.80|-10.40|0|null|0|null|85|null|301.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TLF8-AT|ICOADS-302-M3TLF8|0|2016-04-11 21:00:00|2|8|-35.70|-10.40|0|null|0|null|85|null|301.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TSBZ-AT|ICOADS-302-M3TSBZ|0|2016-04-11 22:00:00|2|8|-35.70|-10.40|0|null|0|null|85|null|301.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNJT9A-AT|ICOADS-302-ZNJT9A|0|2016-04-11 23:00:00|2|8|-35.70|-10.40|0|null|0|null|85|null|301.15|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
ICOADS-302-M3U3Q9-AT|ICOADS-302-M3U3Q9|0|2016-04-12 00:00:00|2|8|-35.60|-10.50|0|null|0|null|85|null|301.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UAQC-AT|ICOADS-302-M3UAQC|0|2016-04-12 01:00:00|2|8|-35.50|-10.50|0|null|0|null|85|null|301.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UHMH-AT|ICOADS-302-M3UHMH|0|2016-04-12 02:00:00|2|8|-35.50|-10.50|0|null|0|null|85|null|301.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UOXL-AT|ICOADS-302-M3UOXL|0|2016-04-12 03:00:00|2|8|-35.40|-10.40|0|null|0|null|85|null|300.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UVMM-AT|ICOADS-302-M3UVMM|0|2016-04-12 04:00:00|2|8|-35.30|-10.20|0|null|0|null|85|null|300.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3V2LQ-AT|ICOADS-302-M3V2LQ|0|2016-04-12 05:00:00|2|8|-35.30|-10.00|0|null|0|null|85|null|300.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3V9ZV-AT|ICOADS-302-M3V9ZV|0|2016-04-12 06:00:00|2|8|-35.20|-9.90|0|null|0|null|85|null|300.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VH5G-AT|ICOADS-302-M3VH5G|0|2016-04-12 07:00:00|2|8|-35.10|-9.70|0|null|0|null|85|null|300.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VOAE-AT|ICOADS-302-M3VOAE|0|2016-04-12 08:00:00|2|8|-35.00|-9.50|0|null|0|null|85|null|300.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VVIM-AT|ICOADS-302-M3VVIM|0|2016-04-12 09:00:00|2|8|-35.00|-9.40|0|null|0|null|85|null|300.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3W2JO-AT|ICOADS-302-M3W2JO|0|2016-04-12 10:00:00|2|8|-34.90|-9.20|0|null|0|null|85|null|300.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3W9N6-AT|ICOADS-302-M3W9N6|0|2016-04-12 11:00:00|2|8|-34.80|-9.00|0|null|0|null|85|null|301.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WGXY-AT|ICOADS-302-M3WGXY|0|2016-04-12 12:00:00|2|8|-34.70|-8.80|0|null|0|null|85|null|301.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|28.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WO5Q-AT|ICOADS-302-M3WO5Q|0|2016-04-12 13:00:00|2|8|-34.60|-8.70|0|null|0|null|85|null|300.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|27.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
