observation_id|report_id|data_policy_licence|date_time|date_time_meaning|observation_duration|longitude|latitude|crs|z_coordinate|z_coordinate_type|observation_height_above_station_surface|observed_variable|secondary_variable|observation_value|value_significance|secondary_value|units|code_table|conversion_flag|location_method|location_precision|z_coordinate_method|bbox_min_longitude|bbox_max_longitude|bbox_min_latitude|bbox_max_latitude|spatial_representativeness|quality_flag|numerical_precision|sensor_id|sensor_automation_status|exposure_of_sensor|original_precision|original_units|original_code_table|original_value|conversion_method|processing_code|processing_level|adjustment_id|traceability|advanced_qc|advanced_uncertainty|advanced_homogenisation|source_id
ICOADS-302-M3RFZS-DPT|ICOADS-302-M3RFZS|0|2016-04-11 10:00:00|2|8|-67.30|-52.10|0|null|0|null|36|null|277.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|4.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RN40-DPT|ICOADS-302-M3RN40|0|2016-04-11 11:00:00|2|8|-67.10|-52.00|0|null|0|null|36|null|278.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|4.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RUD2-DPT|ICOADS-302-M3RUD2|0|2016-04-11 12:00:00|2|8|-66.90|-51.80|0|null|0|null|36|null|278.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S1DF-DPT|ICOADS-302-M3S1DF|0|2016-04-11 13:00:00|2|8|-66.60|-51.70|0|null|0|null|36|null|278.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S8C4-DPT|ICOADS-302-M3S8C4|0|2016-04-11 14:00:00|2|8|-66.30|-51.60|0|null|0|null|36|null|278.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SFDT-DPT|ICOADS-302-M3SFDT|0|2016-04-11 15:00:00|2|8|-66.10|-51.50|0|null|0|null|36|null|278.95|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SMFR-DPT|ICOADS-302-M3SMFR|0|2016-04-11 16:00:00|2|8|-65.80|-51.40|0|null|0|null|36|null|279.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3STF6-DPT|ICOADS-302-M3STF6|0|2016-04-11 17:00:00|2|8|-65.50|-51.40|0|null|0|null|36|null|279.15|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|6.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T0TL-DPT|ICOADS-302-M3T0TL|0|2016-04-11 18:00:00|2|8|-65.20|-51.30|0|null|0|null|36|null|279.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T7WJ-DPT|ICOADS-302-M3T7WJ|0|2016-04-11 19:00:00|2|8|-64.90|-51.10|0|null|0|null|36|null|279.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|5.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TEZR-DPT|ICOADS-302-M3TEZR|0|2016-04-11 20:00:00|2|8|-64.70|-51.00|0|null|0|null|36|null|279.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|6.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TLZ8-DPT|ICOADS-302-M3TLZ8|0|2016-04-11 21:00:00|2|8|-64.50|-50.80|0|null|0|null|36|null|279.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|6.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TSS8-DPT|ICOADS-302-M3TSS8|0|2016-04-11 22:00:00|2|8|-64.30|-50.70|0|null|0|null|36|null|279.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|6.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNJSZM-DPT|ICOADS-302-ZNJSZM|0|2016-04-11 23:00:00|2|8|-64.20|-50.50|0|null|0|null|36|null|279.95|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|6.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
ICOADS-302-M3U4CZ-DPT|ICOADS-302-M3U4CZ|0|2016-04-12 00:00:00|2|8|-64.00|-50.30|0|null|0|null|36|null|280.15|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|7.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UBBT-DPT|ICOADS-302-M3UBBT|0|2016-04-12 01:00:00|2|8|-63.80|-50.10|0|null|0|null|36|null|280.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|7.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UI79-DPT|ICOADS-302-M3UI79|0|2016-04-12 02:00:00|2|8|-63.70|-49.90|0|null|0|null|36|null|281.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UPDG-DPT|ICOADS-302-M3UPDG|0|2016-04-12 03:00:00|2|8|-63.50|-49.80|0|null|0|null|36|null|281.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|8.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UW59-DPT|ICOADS-302-M3UW59|0|2016-04-12 04:00:00|2|8|-63.40|-49.60|0|null|0|null|36|null|280.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|7.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3V35X-DPT|ICOADS-302-M3V35X|0|2016-04-12 05:00:00|2|8|-63.20|-49.50|0|null|0|null|36|null|279.85|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|6.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VAN0-DPT|ICOADS-302-M3VAN0|0|2016-04-12 06:00:00|2|8|-63.00|-49.30|0|null|0|null|36|null|280.75|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|7.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VHRA-DPT|ICOADS-302-M3VHRA|0|2016-04-12 07:00:00|2|8|-62.80|-49.20|0|null|0|null|36|null|281.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|7.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VOV1-DPT|ICOADS-302-M3VOV1|0|2016-04-12 08:00:00|2|8|-62.60|-49.00|0|null|0|null|36|null|282.95|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VW24-DPT|ICOADS-302-M3VW24|0|2016-04-12 09:00:00|2|8|-62.30|-48.90|0|null|0|null|36|null|283.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3W336-DPT|ICOADS-302-M3W336|0|2016-04-12 10:00:00|2|8|-62.10|-48.70|0|null|0|null|36|null|283.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WA5M-DPT|ICOADS-302-M3WA5M|0|2016-04-12 11:00:00|2|8|-61.90|-48.50|0|null|0|null|36|null|283.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WHMS-DPT|ICOADS-302-M3WHMS|0|2016-04-12 12:00:00|2|8|-61.70|-48.40|0|null|0|null|36|null|283.15|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WOQ4-DPT|ICOADS-302-M3WOQ4|0|2016-04-12 13:00:00|2|8|-61.50|-48.20|0|null|0|null|36|null|283.05|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WVXF-DPT|ICOADS-302-M3WVXF|0|2016-04-12 14:00:00|2|8|-61.30|-48.10|0|null|0|null|36|null|283.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3X32E-DPT|ICOADS-302-M3X32E|0|2016-04-12 15:00:00|2|8|-61.10|-47.90|0|null|0|null|36|null|283.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XAAB-DPT|ICOADS-302-M3XAAB|0|2016-04-12 16:00:00|2|8|-60.90|-47.80|0|null|0|null|36|null|283.45|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XHIW-DPT|ICOADS-302-M3XHIW|0|2016-04-12 17:00:00|2|8|-60.70|-47.70|0|null|0|null|36|null|283.65|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XOVT-DPT|ICOADS-302-M3XOVT|0|2016-04-12 18:00:00|2|8|-60.50|-47.50|0|null|0|null|36|null|283.15|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XVAT-DPT|ICOADS-302-M3XVAT|0|2016-04-12 19:00:00|2|8|-60.30|-47.30|0|null|0|null|36|null|283.35|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Y2BF-DPT|ICOADS-302-M3Y2BF|0|2016-04-12 20:00:00|2|8|-60.10|-47.20|0|null|0|null|36|null|283.65|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Y91X-DPT|ICOADS-302-M3Y91X|0|2016-04-12 21:00:00|2|8|-59.90|-47.00|0|null|0|null|36|null|283.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3YFL1-DPT|ICOADS-302-M3YFL1|0|2016-04-12 22:00:00|2|8|-59.70|-46.90|0|null|0|null|36|null|283.55|2|null|5|null|0|null|13|null|null|null|null|null|3|0|null|null|5|3|null|60|null|10.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNIGCD-DPT|ICOADS-302-ZNIGCD|0|2016-04-12 23:00:00|2|8|-59.50|-46.70|0|null|0|null|36|null|283.05|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|9.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
ICOADS-302-M3PR0P-DPT|ICOADS-302-M3PR0P|0|2016-04-11 00:00:00|2|8|-36.20|-10.70|0|null|0|null|36|null|296.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3PVM1-DPT|ICOADS-302-M3PVM1|0|2016-04-11 01:00:00|2|8|-36.20|-10.60|0|null|0|null|36|null|296.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Q0D8-DPT|ICOADS-302-M3Q0D8|0|2016-04-11 02:00:00|2|8|-36.30|-10.60|0|null|0|null|36|null|297.35|2|null|5|null|0|null|16|null|null|null|null|null|3|1|null|null|5|3|null|60|null|24.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Q568-DPT|ICOADS-302-M3Q568|0|2016-04-11 03:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|297.35|2|null|5|null|0|null|16|null|null|null|null|null|3|1|null|null|5|3|null|60|null|24.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Q996-DPT|ICOADS-302-M3Q996|0|2016-04-11 04:00:00|2|8|-36.50|-10.70|0|null|0|null|36|null|296.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3QFMH-DPT|ICOADS-302-M3QFMH|0|2016-04-11 05:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|296.55|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.4|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3QMZI-DPT|ICOADS-302-M3QMZI|0|2016-04-11 06:00:00|2|8|-36.40|-10.60|0|null|0|null|36|null|296.65|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3QU24-DPT|ICOADS-302-M3QU24|0|2016-04-11 07:00:00|2|8|-36.30|-10.60|0|null|0|null|36|null|296.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3R15V-DPT|ICOADS-302-M3R15V|0|2016-04-11 08:00:00|2|8|-36.30|-10.60|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3R8DS-DPT|ICOADS-302-M3R8DS|0|2016-04-11 09:00:00|2|8|-36.40|-10.60|0|null|0|null|36|null|296.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RFEL-DPT|ICOADS-302-M3RFEL|0|2016-04-11 10:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|296.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RMK8-DPT|ICOADS-302-M3RMK8|0|2016-04-11 11:00:00|2|8|-36.30|-10.60|0|null|0|null|36|null|295.65|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3RTQG-DPT|ICOADS-302-M3RTQG|0|2016-04-11 12:00:00|2|8|-36.40|-10.60|0|null|0|null|36|null|296.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S0TW-DPT|ICOADS-302-M3S0TW|0|2016-04-11 13:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|295.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3S7QX-DPT|ICOADS-302-M3S7QX|0|2016-04-11 14:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|295.75|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SESF-DPT|ICOADS-302-M3SESF|0|2016-04-11 15:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|295.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SLTZ-DPT|ICOADS-302-M3SLTZ|0|2016-04-11 16:00:00|2|8|-36.40|-10.70|0|null|0|null|36|null|296.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3SSTJ-DPT|ICOADS-302-M3SSTJ|0|2016-04-11 17:00:00|2|8|-36.30|-10.60|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T07Q-DPT|ICOADS-302-M3T07Q|0|2016-04-11 18:00:00|2|8|-36.10|-10.50|0|null|0|null|36|null|296.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3T7A8-DPT|ICOADS-302-M3T7A8|0|2016-04-11 19:00:00|2|8|-35.90|-10.50|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TECS-DPT|ICOADS-302-M3TECS|0|2016-04-11 20:00:00|2|8|-35.80|-10.40|0|null|0|null|36|null|295.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TLF8-DPT|ICOADS-302-M3TLF8|0|2016-04-11 21:00:00|2|8|-35.70|-10.40|0|null|0|null|36|null|296.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3TSBZ-DPT|ICOADS-302-M3TSBZ|0|2016-04-11 22:00:00|2|8|-35.70|-10.40|0|null|0|null|36|null|295.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNJT9A-DPT|ICOADS-302-ZNJT9A|0|2016-04-11 23:00:00|2|8|-35.70|-10.40|0|null|0|null|36|null|295.45|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
ICOADS-302-M3U3Q9-DPT|ICOADS-302-M3U3Q9|0|2016-04-12 00:00:00|2|8|-35.60|-10.50|0|null|0|null|36|null|295.85|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.7|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UAQC-DPT|ICOADS-302-M3UAQC|0|2016-04-12 01:00:00|2|8|-35.50|-10.50|0|null|0|null|36|null|296.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UHMH-DPT|ICOADS-302-M3UHMH|0|2016-04-12 02:00:00|2|8|-35.50|-10.50|0|null|0|null|36|null|296.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UOXL-DPT|ICOADS-302-M3UOXL|0|2016-04-12 03:00:00|2|8|-35.40|-10.40|0|null|0|null|36|null|296.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3UVMM-DPT|ICOADS-302-M3UVMM|0|2016-04-12 04:00:00|2|8|-35.30|-10.20|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3V2LQ-DPT|ICOADS-302-M3V2LQ|0|2016-04-12 05:00:00|2|8|-35.30|-10.00|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3V9ZV-DPT|ICOADS-302-M3V9ZV|0|2016-04-12 06:00:00|2|8|-35.20|-9.90|0|null|0|null|36|null|295.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VH5G-DPT|ICOADS-302-M3VH5G|0|2016-04-12 07:00:00|2|8|-35.10|-9.70|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VOAE-DPT|ICOADS-302-M3VOAE|0|2016-04-12 08:00:00|2|8|-35.00|-9.50|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3VVIM-DPT|ICOADS-302-M3VVIM|0|2016-04-12 09:00:00|2|8|-35.00|-9.40|0|null|0|null|36|null|296.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
